# uniform1 uniform2 gaussian1 gaussian2
  0.450174 0.825639 -0.678401 0.871673
  0.044577 0.520212 -0.435024 -0.755908
  0.006245 0.794209 0.094668 2.296984
  0.981170 0.518474 2.383632 -1.898811
  0.551216 0.118136 -0.652750 -0.182879
  0.566986 0.439995 0.691038 0.270404
  0.696515 0.757248 0.219842 0.419242
  0.777021 0.604664 -1.155021 0.535833
  0.441029 0.503654 0.404199 -0.201946
  0.957957 0.279597 1.504731 0.913015
  0.727226 0.978255 -1.742940 0.640936
  0.491392 0.731069 0.725530 -0.348380
  0.513297 0.533048 2.164681 -0.656159
  0.526412 0.571086 -0.696479 -0.966458
  0.640743 0.590281 1.248287 -0.053510
  0.371422 0.731967 0.097059 -0.587967
  0.286012 0.658437 0.824270 1.455736
  0.896082 0.987282 -0.031614 1.164300
  0.334769 0.615905 0.628594 0.831300
  0.655879 0.872824 -0.179237 0.400417
  0.990303 0.126169 0.938784 -0.751470
  0.649213 0.582459 -1.032327 0.561661
  0.851951 0.703492 0.291134 -0.254001
  0.568254 0.301690 -1.130558 -0.273639
  0.862690 0.242105 -0.490204 0.871981
  0.379359 0.352519 -1.429255 -1.349089
  0.136024 0.059690 2.193653 1.084818
  0.585617 0.934886 0.759390 0.409922
  0.727170 0.227558 -1.651551 0.524845
  0.133651 0.541997 0.280882 -1.656319
  0.420138 0.781510 -0.210354 -0.828143
  0.775977 0.926685 0.965650 0.570523
  0.943048 0.996234 -1.389396 0.659615
  0.109550 0.789609 0.336165 -1.171345
  0.069537 0.880331 1.682561 0.231512
  0.852336 0.632973 -1.015984 -0.061194
  0.350234 0.608394 0.748533 0.780031
  0.213984 0.843414 -0.101311 1.523355
  0.111918 0.018814 -0.446918 -0.290133
  0.702935 0.538151 -0.367418 0.688700
  0.581764 0.850144 2.169780 -0.783176
  0.433315 0.488255 0.500566 -1.132440
  0.097061 0.657496 0.392571 -0.138599
  0.495065 0.917923 0.391262 -0.244517
  0.727953 0.479249 -2.558748 0.223850
  0.466803 0.624393 1.151729 -0.551741
  0.369313 0.075280 0.246265 -3.377392
  0.244953 0.097288 -0.822550 -0.227284
  0.725396 0.944831 0.017116 -0.101521
  0.369756 0.175393 0.947800 -0.373649
  0.430381 0.412195 0.071818 2.069824
  0.636413 0.455346 -0.573730 -1.548464
  0.867378 0.485620 -0.104641 -0.854957
  0.827145 0.179070 -0.204596 0.798365
  0.330158 0.453202 0.365671 0.811706
  0.630952 0.225244 -1.591064 3.246504
  0.127296 0.794359 0.562084 -0.510473
  0.723825 0.382197 -0.531829 0.536121
  0.590160 0.279919 -2.733989 -0.324734
  0.646912 0.911281 -1.949465 -0.379923
  0.403945 0.337978 -1.353924 0.999217
  0.575990 0.840866 -0.889384 0.108245
  0.723860 0.416714 -0.042147 2.223405
  0.489564 0.433689 1.273035 0.191843
  0.250424 0.574547 1.323501 0.892009
  0.422103 0.806415 -0.341130 0.090095
  0.299053 0.038642 0.483769 -2.772568
  0.519625 0.115124 -0.383683 -1.356222
  0.164761 0.476108 0.913952 -0.918240
  0.677427 0.355161 -0.212376 -1.225246
  0.802932 0.929138 -0.794737 -0.458258
  0.686647 0.820215 0.449655 0.375962
  0.917351 0.578535 0.827577 -0.003441
  0.915240 0.587790 0.742138 -0.684237
  0.663676 0.783641 -0.295264 -0.160052
  0.649329 0.280848 -1.271996 1.061583
  0.513450 0.313971 -0.383744 1.043201
  0.240595 0.085715 -0.867380 -0.759431
  0.856114 0.581891 -1.121517 1.776151
  0.024079 0.514511 -1.513229 0.204177
  0.042671 0.147319 -0.010676 0.189684
  0.119465 0.051914 0.843427 1.986289
  0.238385 0.010902 1.346609 0.823320
  0.090308 0.919505 -0.054037 -0.959235
  0.817176 0.713190 -1.132592 1.251286
  0.616131 0.696252 0.374726 -1.468297
  0.963162 0.329967 -1.508954 -0.245845
  0.234373 0.835718 1.381330 -2.721293
  0.301545 0.892602 -1.502205 0.390493
  0.688757 0.291599 -0.242965 -0.514497
  0.488217 0.787034 0.291056 -2.051420
  0.789413 0.253018 0.603642 -0.561979
  0.967429 0.233559 1.276497 1.065020
  0.058677 0.285718 -0.494278 -0.323071
  0.957544 0.797931 1.334134 -0.950742
  0.127665 0.486875 -0.759500 -0.205771
  0.190741 0.099854 0.429982 -2.037820
  0.217223 0.893755 0.536352 0.198273
  0.037344 0.535124 0.084815 0.942506
  0.016383 0.361110 -2.661408 -0.226977
  0.627343 0.132873 0.654221 -0.251354
  0.096152 0.936305 -1.549194 -0.240861
  0.648624 0.522888 1.224955 -0.268321
  0.956102 0.375812 1.289568 -0.119326
  0.787175 0.961078 0.002802 -0.828272
  0.101027 0.526730 0.532148 0.907992
  0.437941 0.203550 -0.976805 0.330547
  0.189011 0.801181 -0.106832 -0.998571
  0.861860 0.369075 0.458170 -0.361192
  0.073726 0.519678 1.613946 0.389838
  0.366777 0.420809 3.192579 0.393109
  0.839648 0.577123 -0.314839 -0.545411
  0.653207 0.310502 -0.501763 -0.211598
  0.679762 0.894120 -0.304302 0.383775
  0.481473 0.716005 -0.417393 0.345458
  0.808980 0.140136 -0.758519 -1.961618
  0.232016 0.863078 -0.693573 -0.095160
  0.069548 0.357648 -0.881744 0.190490
  0.705021 0.173585 -1.386227 0.254923
  0.818234 0.535027 -1.327145 0.623478
  0.372242 0.530197 -0.955491 1.167159
  0.251948 0.389638 -0.050315 0.888460
  0.451739 0.507243 -0.519867 -0.702756
  0.411291 0.668471 0.293756 -1.096414
  0.641924 0.350129 -0.864746 0.686575
  0.838550 0.710262 0.658769 -1.021254
  0.105101 0.742831 -0.654216 0.104577
  0.138067 0.234870 0.418142 -1.858509
  0.415176 0.254171 -1.758452 -0.311884
  0.060306 0.225353 -0.465560 -1.550717
  0.109230 0.797668 -1.330504 -0.869813
  0.066051 0.875133 -0.213222 1.036863
  0.694155 0.799086 0.047334 -0.224037
  0.239867 0.603812 1.044973 -1.040401
  0.621957 0.913278 0.882004 1.266292
  0.516457 0.114104 -0.747573 -0.120513
  0.174180 0.083293 0.621365 -0.757312
  0.617610 0.148026 -0.668298 0.830325
  0.651922 0.503710 1.123949 0.421815
  0.426574 0.151163 -0.068415 0.258225
  0.820960 0.433362 1.227285 0.500211
  0.500913 0.759617 -0.537404 -0.578349
  0.229309 0.993822 -0.771883 -1.901679
  0.063994 0.800452 -0.376992 -0.627542
  0.308940 0.891983 -1.041482 0.162736
  0.546066 0.921875 -1.671939 3.026912
  0.598640 0.192816 -0.986842 0.154668
  0.651871 0.262298 -1.508948 0.112420
  0.865234 0.232700 0.669538 -0.132175
  0.716191 0.190013 1.905868 1.077003
  0.862702 0.668055 -0.720875 1.272739
  0.685474 0.723960 1.649392 0.335503
  0.004846 0.085462 0.703361 0.775756
  0.147143 0.196473 0.619639 -1.876874
  0.370728 0.117250 -0.068206 -0.035051
  0.789149 0.360512 1.384963 -1.149071
  0.480745 0.268844 0.102726 0.477445
  0.328505 0.390442 0.831801 0.767264
  0.314099 0.996547 0.867455 -1.213706
  0.953923 0.612446 -1.621449 1.061595
  0.518752 0.124831 -0.573791 -0.547822
  0.478459 0.990341 0.553935 -0.179214
  0.863067 0.071641 -1.062347 -0.902291
  0.859950 0.004378 0.555544 1.145770
  0.839252 0.939509 0.671656 0.438687
  0.813214 0.106194 0.031156 1.634894
  0.967879 0.320370 0.788065 0.049908
  0.057265 0.988432 -0.647782 0.917303
  0.008021 0.120772 -0.199550 -0.095524
  0.995705 0.507777 0.954934 -1.010139
  0.999306 0.999405 -0.094018 -1.260130
  0.516710 0.772935 0.551202 0.314143
  0.620910 0.934100 0.115398 0.658292
  0.646592 0.184775 -1.408117 0.270792
  0.521455 0.512955 -0.717823 2.206647
  0.413195 0.445687 0.325310 -0.466035
  0.439322 0.781949 -0.066790 -0.698179
  0.611726 0.777921 0.436918 1.010813
  0.363295 0.753086 1.469615 0.579863
  0.273557 0.713704 1.748120 -0.903982
  0.219580 0.853838 0.459997 -1.076960
  0.510432 0.604240 -1.662887 0.361210
  0.106816 0.490338 1.361650 -0.696487
  0.171764 0.289603 0.523853 -1.024465
  0.618315 0.685477 -1.002092 0.838074
  0.495841 0.778940 1.278140 -0.098108
  0.086246 0.388513 -0.921738 -0.127731
  0.320350 0.931666 0.972747 0.099731
  0.928585 0.072207 -1.013204 0.838879
  0.755173 0.252694 0.536559 0.544300
  0.734814 0.586694 2.348399 1.412165
  0.437057 0.574192 1.290989 -0.926023
  0.349029 0.714069 -0.032394 0.761058
  0.407009 0.451820 0.785551 0.573854
  0.987839 0.811494 0.206438 1.015319
  0.985981 0.779411 0.016890 -0.178308
  0.525409 0.399662 1.636030 -1.079669
  0.880807 0.692426 0.163492 -0.709056
  0.705967 0.296255 0.572791 -0.287325
  0.532836 0.265615 -1.176718 -0.394093
  0.816554 0.977272 -1.673212 0.343811
  0.032869 0.163252 0.407136 -1.317918
  0.372461 0.965450 -0.438221 -0.247498
  0.616876 0.591363 -0.872725 -1.049179
  0.444541 0.289352 -0.276622 0.206422
  0.940435 0.956850 0.806067 -0.933680
  0.156414 0.158032 -3.144132 -0.995100
  0.673173 0.229790 0.826161 -0.149357
  0.327235 0.739171 -2.899141 0.652268
  0.575109 0.368103 -1.413971 -0.505078
  0.231156 0.799644 0.650280 -0.260114
  0.544998 0.983761 -0.835156 1.003453
  0.694197 0.181553 0.103579 -1.320418
  0.029764 0.349486 -0.156248 -1.074959
  0.993673 0.157561 0.930224 -0.957332
  0.568701 0.842489 1.538588 0.205208
  0.923966 0.695115 -1.580028 2.269984
  0.391547 0.752805 -0.050807 -1.134716
  0.604759 0.059454 1.158956 -0.463940
  0.275990 0.522651 1.016911 1.413412
  0.317724 0.060600 -0.958201 -0.643927
  0.053727 0.018599 0.007947 0.663575
  0.380472 0.402963 0.300607 -0.427232
  0.179537 0.820616 -0.406158 -0.767913
  0.449638 0.078531 -0.126887 1.008937
  0.476791 0.293778 -1.035523 -1.561824
  0.293804 0.225663 1.596161 1.206396
  0.302804 0.664935 0.311439 1.017406
  0.944860 0.595915 0.635109 -0.304817
  0.799912 0.717886 0.152087 1.765580
  0.780025 0.224065 0.684209 2.472601
  0.617626 0.156116 -0.706150 -0.983186
  0.347534 0.406109 1.886742 -0.620814
  0.228142 0.432159 0.015321 0.037779
  0.865060 0.253788 0.075696 0.980662
  0.359779 0.250427 -1.354939 0.474839
  0.459973 0.339645 -1.649802 0.440048
  0.104430 0.711966 0.083917 0.183585
  0.854151 0.362083 -1.540051 -1.419377
  0.954305 0.762059 0.389138 -0.458209
  0.595272 0.841681 0.319944 1.658448
  0.396953 0.472578 1.554000 -1.105395
  0.380137 0.335118 -1.422449 -1.729266
  0.187000 0.680998 -0.033163 -0.096339
  0.115394 0.209618 0.935574 -0.193057
  0.966098 0.169032 -1.455329 0.182750
  0.713195 0.279766 -0.214535 0.106461
  0.788551 0.123099 -0.454028 -1.042799
  0.452216 0.711432 2.050454 -0.776647
  0.317228 0.912270 -1.392423 0.123419
  0.528732 0.202097 0.767553 -1.133232
  0.107762 0.104491 -0.691653 0.110510
  0.898524 0.289727 -1.238705 0.190300
  0.287643 0.223686 -0.118658 -0.011181
  0.066366 0.996448 -0.098292 -0.930014
  0.568990 0.626704 2.401164 -0.841718
  0.383434 0.067648 -1.112238 -1.206164
  0.918180 0.519535 0.972936 1.769513
  0.172533 0.114212 -1.901650 0.966570
  0.733609 0.429857 0.608318 -3.744807
  0.828945 0.623102 -1.089792 -0.088852
  0.441745 0.578908 -0.547486 -0.168982
  0.441751 0.850977 0.762722 -0.153455
  0.134975 0.885228 -0.483711 0.941785
  0.058550 0.599313 -0.510260 0.345375
  0.744118 0.905192 -0.536937 0.379126
  0.756625 0.352091 -0.993388 -1.239027
  0.887360 0.263982 -1.941206 0.068859
  0.355224 0.311611 -0.594551 -0.157893
  0.428938 0.618226 0.243126 1.019905
  0.198529 0.559754 0.018133 0.131061
  0.120106 0.912143 -1.314083 -0.026341
  0.094988 0.909119 0.287108 -1.376534
  0.422206 0.822763 0.695761 -1.000226
  0.544268 0.566474 1.137866 0.023878
  0.023105 0.290514 0.084870 1.382558
  0.192352 0.396158 -0.958510 0.880290
  0.896501 0.228602 -0.075975 1.592448
  0.391606 0.272944 1.473759 0.728677
  0.021422 0.591584 0.177586 -0.380288
  0.166885 0.577285 -1.690042 1.479865
  0.807189 0.549307 -1.221359 -0.711737
  0.482751 0.048844 0.228903 1.310990
  0.446573 0.639256 -1.291730 -0.882860
  0.838516 0.014293 -0.637762 0.595693
  0.089847 0.957417 -0.230641 0.534444
  0.669962 0.341085 1.880514 -1.009488
  0.045648 0.466145 1.581117 0.464805
  0.958009 0.425477 -0.924459 -0.638997
  0.071045 0.599969 -0.638495 -0.697953
  0.196681 0.642946 0.530969 -1.103995
  0.987576 0.318977 0.078447 -1.233678
  0.547994 0.339051 0.436244 0.397335
  0.134625 0.305254 -0.588857 -0.704916
  0.909391 0.302168 -0.257999 -0.644214
  0.541824 0.843475 -0.550748 -1.216751
  0.401398 0.514307 1.237306 -0.267568
  0.239816 0.771376 1.135835 -1.354510
  0.445974 0.648731 -0.020180 -1.989379
  0.611580 0.397273 1.385710 0.398160
  0.430103 0.337419 0.094523 2.202844
  0.091167 0.873512 0.376608 0.527442
  0.453009 0.830267 0.637328 -1.335246
  0.914005 0.736702 0.311341 1.805519
  0.807119 0.740245 -0.320652 2.107734
  0.108055 0.011568 -0.486625 -1.044192
  0.951918 0.022266 0.626862 -0.782642
  0.636238 0.210124 1.548801 -1.770175
  0.211698 0.958689 -0.627733 -1.618856
  0.268104 0.374674 0.152904 0.372231
  0.687243 0.056138 1.546743 1.024522
  0.888854 0.003387 1.638387 -0.017791
  0.908385 0.606594 -0.647422 -1.345870
  0.525863 0.609297 -0.190680 0.149723
  0.884231 0.857210 -0.470180 -0.604436
  0.417841 0.199229 -1.770467 0.420250
  0.934777 0.699270 0.354883 -0.796821
  0.757640 0.879772 -1.236846 -1.687202
  0.081198 0.081340 -0.640436 1.502336
  0.785153 0.905920 0.997781 -1.136427
  0.791177 0.586023 0.392000 0.037756
  0.393963 0.347641 1.425085 1.029730
  0.543097 0.390912 1.946708 -1.756076
  0.787945 0.720427 0.084914 0.755053
  0.312920 0.956755 -0.173605 -2.549628
  0.134903 0.683732 -0.458904 0.950741
  0.620940 0.023687 0.772175 0.518566
  0.350680 0.474623 -0.528848 -0.251726
  0.296828 0.480021 -0.430348 -0.699854
  0.245082 0.587470 0.603528 0.159662
  0.273669 0.101544 -1.565681 1.152000
  0.089009 0.173234 1.791478 1.276043
  0.390449 0.652061 1.756316 -0.252726
  0.909060 0.982160 -0.635937 0.701555
  0.543635 0.648779 0.734928 1.719711
  0.299913 0.599524 1.648402 -0.013404
  0.683872 0.977184 -0.738674 1.642928
  0.960927 0.366050 -1.599919 0.883671
  0.563812 0.508762 -0.886319 -1.290239
  0.238007 0.754581 -0.093097 -0.577842
  0.110729 0.810118 1.027875 0.557672
  0.775212 0.336774 -0.223800 -0.164006
  0.337538 0.776276 1.799895 -0.247400
  0.908850 0.592169 -2.069507 -1.644257
  0.136038 0.533088 0.276968 -0.284404
  0.606551 0.315765 -0.267217 0.112335
  0.934305 0.776520 0.878482 -0.168051
  0.343007 0.316512 -0.252705 1.021256
  0.693829 0.154354 0.176999 0.790876
  0.320129 0.478208 -1.737567 -0.378249
  0.893398 0.535132 0.808439 0.667663
  0.211060 0.303177 -0.158345 1.004604
  0.541528 0.112212 -0.134457 -1.480233
  0.949450 0.587128 -1.080997 0.638744
  0.585013 0.084964 1.145556 0.249462
  0.382107 0.287090 2.898270 -0.232554
  0.812490 0.496683 0.293299 1.039901
  0.100677 0.020935 -0.058789 0.589002
  0.590843 0.779871 -0.281492 0.260851
  0.359298 0.722380 0.247563 -1.829744
  0.966524 0.152592 -1.075738 -0.002066
  0.740830 0.556449 -0.351897 -1.151300
  0.480034 0.296127 -1.340981 -0.818645
  0.349729 0.729178 0.602725 0.214934
  0.019123 0.792018 -0.625047 2.227738
  0.003559 0.919561 -1.194508 -0.347520
  0.275255 0.742782 1.519163 1.032040
  0.806316 0.616349 -0.696813 -0.709277
  0.705506 0.143114 1.111920 0.205939
  0.958059 0.005237 -0.157526 -1.943623
  0.554922 0.305973 -1.404052 -1.116792
  0.513209 0.367588 0.180225 -0.126485
  0.872559 0.493928 -0.099147 -0.214409
  0.916122 0.350498 -2.164844 -2.150615
  0.079236 0.292063 -0.176722 -0.073710
  0.407151 0.239483 -0.813551 -1.396004
  0.234594 0.136584 0.071026 0.614126
  0.165707 0.934097 -0.587686 1.478892
  0.065164 0.456199 -0.720738 0.501390
  0.962725 0.979944 -2.199446 0.447071
  0.785302 0.175057 1.313708 0.762663
  0.413616 0.969893 -0.652982 0.238693
  0.684035 0.271151 0.119760 -1.132301
  0.783207 0.601188 1.050897 -1.489560
  0.010098 0.719210 -0.237916 -0.676906
  0.197816 0.547400 0.692614 -0.076824
  0.128887 0.901738 -0.740247 -0.358367
  0.579380 0.497957 -0.417903 0.540480
  0.477001 0.243912 -2.677771 0.501977
  0.408673 0.010030 -0.077228 1.542640
  0.550590 0.091306 -0.239589 0.019119
  0.656696 0.754054 0.034126 0.171730
  0.038161 0.335731 1.205752 0.988846
  0.916638 0.395548 -0.171070 0.136829
  0.938877 0.664061 0.640401 0.762317
  0.160835 0.890643 -1.070312 0.684930
  0.202656 0.251875 -0.860793 -1.431732
  0.232910 0.957390 -0.404303 0.184361
  0.131737 0.236869 0.285508 0.132007
  0.485553 0.736046 1.565221 0.793002
  0.780258 0.535499 0.814403 -0.267776
  0.495223 0.856239 0.360658 0.029804
  0.117179 0.234960 -0.020523 1.342313
  0.722260 0.601896 1.031989 -0.410805
  0.648344 0.093574 0.052190 -0.086401
  0.591973 0.826384 1.765814 -2.430954
  0.707642 0.510922 0.090137 0.524851
  0.308804 0.793957 -0.714192 -0.759046
  0.230757 0.826780 -0.382719 0.493022
  0.398978 0.440670 -0.566564 -1.147817
  0.237418 0.354087 -1.137034 0.069480
  0.139003 0.916058 0.732373 0.021794
  0.393054 0.014943 0.306632 -0.506196
  0.668316 0.629219 -0.205862 1.833955
  0.044128 0.666999 -0.363680 3.281491
  0.306887 0.086148 -1.831952 0.281172
  0.901107 0.462715 -0.417045 0.276054
  0.136835 0.452995 0.282214 -2.408625
  0.914011 0.038968 0.796303 -2.368186
  0.207936 0.432770 1.256962 0.018783
  0.891296 0.975062 -0.770466 0.198846
  0.797168 0.894582 0.351209 -0.299570
  0.099446 0.506734 -1.282844 -1.190705
  0.044866 0.624876 -1.119618 -1.019818
  0.758997 0.856379 0.533182 0.868158
  0.050543 0.781004 0.526448 -0.133912
  0.791423 0.079007 -2.125696 -0.017667
  0.873907 0.472220 0.158500 1.300568
  0.773896 0.252005 -0.796173 -0.492031
  0.310897 0.789379 0.341611 -1.441840
  0.629428 0.430244 -0.681607 -1.309047
  0.845528 0.392388 -1.077476 -1.093900
  0.091381 0.684549 -0.239038 1.160332
  0.639170 0.373287 1.444287 1.093483
  0.514696 0.718428 0.302203 -0.477406
  0.227023 0.382972 -1.247112 -0.423830
  0.149886 0.189814 -0.239248 -0.148608
  0.662833 0.537460 -0.896668 -1.341103
  0.085512 0.377109 -0.129936 -1.287998
  0.477816 0.375437 -1.181251 -2.560462
  0.941191 0.815407 0.368565 -0.032251
  0.873652 0.387032 -1.412937 0.733834
  0.911282 0.288042 -0.325736 -0.025434
  0.963883 0.577753 0.611745 1.088453
  0.433633 0.588352 1.787227 -0.636568
  0.543129 0.325450 -0.820736 -0.506990
  0.176167 0.706123 0.180200 -2.021716
  0.140746 0.664103 0.391571 -1.567212
  0.733166 0.962947 0.794970 1.360056
  0.635800 0.212402 0.564836 -0.116649
  0.613968 0.402438 -0.600071 -0.987336
  0.206052 0.571080 0.302542 -0.852203
  0.116068 0.107113 -0.696552 0.740618
  0.991693 0.977654 0.300475 -0.118588
  0.108631 0.780127 0.914546 -0.686086
  0.186476 0.674239 -0.694126 1.484453
  0.691514 0.948588 0.259870 -1.091812
  0.301926 0.932998 0.284656 -0.377567
  0.626348 0.824221 0.320666 0.188909
  0.493836 0.861603 0.452820 0.497204
  0.437670 0.508943 0.142362 -0.372253
  0.266091 0.794675 -0.169439 -0.739117
  0.414405 0.801161 -0.640813 0.067964
  0.253954 0.373488 -0.260418 0.059555
  0.604452 0.771836 0.527521 0.793872
  0.621179 0.454421 -0.488635 0.495222
  0.182676 0.217329 0.151112 -0.108980
  0.158368 0.078143 0.141796 -0.004789
  0.486090 0.747402 1.466183 0.299615
  0.837236 0.349596 -0.409548 0.919879
  0.097960 0.701073 0.444540 -1.342034
  0.481205 0.457465 0.752326 -0.749609
  0.866710 0.181971 -0.057806 -0.608577
  0.371016 0.639799 0.247434 0.542721
  0.357134 0.420787 0.413809 1.540603
  0.124750 0.899637 -0.247414 -0.360460
  0.182192 0.281761 -0.367076 -0.342867
  0.929101 0.083843 -1.129120 0.343961
  0.981452 0.069228 -0.078637 0.151023
  0.111368 0.765097 -0.891287 -1.783402
  0.887668 0.273773 -2.265966 -0.838417
  0.219038 0.657104 -2.215272 -1.404913
  0.875374 0.942935 -0.213607 0.243240
  0.365123 0.068127 0.606341 -0.593525
  0.642580 0.369716 -1.817205 0.055621
  0.553650 0.162152 -0.221443 -0.024968
  0.690011 0.698328 0.710766 -0.484154
  0.813852 0.550551 0.433106 -0.518219
  0.434297 0.505832 0.063509 -0.054381
  0.324589 0.001626 0.612651 1.307064
  0.869851 0.295501 0.547056 -0.749859
  0.266592 0.390631 -0.623410 2.492470
  0.169825 0.988298 -0.468645 -0.193932
  0.604540 0.715784 -1.372912 0.052831
  0.640471 0.439556 0.643761 -0.521940
  0.329769 0.754734 0.271257 0.554552
  0.825731 0.721819 -0.947641 0.568073
  0.863747 0.521261 -1.385114 0.724707
  0.093960 0.712667 2.138737 0.286263
  0.336689 0.733709 -0.329245 0.152365
  0.130281 0.682048 0.311953 -0.111244
  0.162669 0.414365 -1.153778 -1.693680
  0.723268 0.082470 0.667019 -1.029858
  0.508995 0.836034 0.611528 -0.637690
  0.744509 0.182771 -0.478380 -1.163903
  0.477277 0.760800 0.041955 -0.854051
  0.248259 0.360989 0.548947 1.401389
  0.462754 0.173595 0.549787 0.573057
  0.750060 0.323542 -0.020593 -0.216438
  0.864429 0.089485 0.229903 0.658903
  0.893541 0.218450 -0.321124 -0.199725
  0.963897 0.879032 -0.605604 -0.281747
  0.718107 0.415126 0.173025 1.388384
  0.628364 0.102450 0.457080 0.906493
  0.821740 0.502809 -0.457161 1.945055
  0.099983 0.812996 -0.483167 -0.733037
  0.594018 0.984323 -0.764458 -0.567442
  0.635993 0.733156 1.431285 0.642778
  0.509049 0.862461 -0.285151 -1.875185
  0.995312 0.596515 -1.045317 1.304817
  0.717754 0.546337 -0.359943 1.273811
  0.281525 0.311916 -1.638050 0.366929
  0.186653 0.086968 -0.285008 1.178362
  0.070946 0.399052 0.442284 0.595431
  0.494277 0.988230 0.116759 0.901351
  0.257231 0.002673 0.569871 0.118566
  0.732120 0.840840 0.692025 -1.325540
  0.488665 0.361475 1.207563 0.239683
  0.704225 0.135630 -0.387678 -0.568001
  0.154913 0.935383 0.138422 0.809270
  0.470535 0.538646 -0.694995 -0.179520
  0.565987 0.703918 0.430489 0.082801
  0.199820 0.291612 -0.512160 -2.662883
  0.796587 0.516941 -2.592925 -0.129426
  0.502189 0.769047 0.605348 -1.662046
  0.259896 0.635857 -0.031095 -2.005186
  0.910015 0.183968 -1.178634 -0.130454
  0.723748 0.441033 -0.457692 0.567935
  0.496342 0.327404 -0.331595 0.129353
  0.217337 0.178879 0.800737 0.474495
  0.765333 0.249867 1.646049 -0.822878
  0.229336 0.526949 -0.298602 0.248464
  0.298718 0.028595 -0.283464 0.185337
  0.400542 0.391848 0.801396 0.889698
  0.171529 0.872597 -0.567131 -2.026123
  0.161963 0.269200 -1.874752 -0.683899
  0.872481 0.585514 1.681370 -1.130972
  0.009260 0.945448 0.413258 -0.913719
  0.142362 0.525891 -1.403677 0.140007
  0.394163 0.875558 0.490029 -0.387492
  0.473814 0.522636 0.840572 -0.368601
  0.589160 0.319403 -2.131388 0.237261
  0.573247 0.655856 0.346411 -0.416919
  0.468738 0.509907 -0.193224 -0.056286
  0.267726 0.722397 1.847249 1.220314
  0.839171 0.460776 -0.280623 -0.985145
  0.609860 0.965098 -1.001613 -1.105228
  0.547373 0.566644 0.192910 -2.651936
  0.275069 0.068359 0.742197 -1.315375
  0.004259 0.886170 -1.366034 -0.038945
  0.284029 0.499320 -0.295681 -0.194411
  0.965598 0.818244 0.901517 1.008020
  0.602808 0.633155 -1.194711 0.479914
  0.129476 0.255552 -1.081674 0.304575
  0.175797 0.656256 -0.580046 2.023000
  0.801107 0.357077 0.290805 1.118576
  0.109153 0.938372 1.378826 0.372575
  0.511195 0.516516 1.242734 0.498721
  0.942689 0.466135 -1.488311 -0.717605
  0.951428 0.078361 1.634047 -0.271288
  0.408010 0.830603 1.818866 -0.210724
  0.259750 0.900364 0.141001 1.184666
  0.178306 0.550308 -3.177143 0.006789
  0.314798 0.676184 3.250995 1.342520
  0.846118 0.880119 -0.808263 -1.050837
  0.342888 0.409695 0.643485 1.093829
  0.160615 0.534987 0.837692 0.556235
  0.897552 0.410960 0.945100 1.140147
  0.162716 0.666122 0.615857 -0.153003
  0.570907 0.696200 -1.530349 -0.133862
  0.213062 0.965645 -0.455508 -0.545579
  0.886112 0.813283 0.234816 0.408955
  0.422001 0.766353 -0.525458 1.184272
  0.154600 0.106976 0.203006 -0.323704
  0.333584 0.785868 1.428123 1.882842
  0.231349 0.974611 0.584050 0.637978
  0.147543 0.125733 1.440324 0.833048
  0.707894 0.290208 0.635124 -0.455088
  0.751680 0.268388 -0.642421 0.307532
  0.149660 0.705882 0.027835 -0.367507
  0.303568 0.451278 -1.521156 -1.168463
  0.101035 0.746160 -0.044879 0.847660
  0.087958 0.797451 -0.317935 0.254477
  0.317873 0.205973 0.702775 0.644821
  0.242970 0.734374 -1.190800 -0.437124
  0.677377 0.012157 0.908231 1.067055
  0.097150 0.449321 0.525681 0.686913
  0.726846 0.157967 -0.642455 0.749842
  0.724853 0.281346 -2.428776 1.970045
  0.756438 0.683196 -0.625888 -0.048253
  0.214375 0.870259 0.578723 0.591231
  0.220653 0.680253 -2.397136 -1.299588
  0.675508 0.557651 -1.383183 0.410047
  0.592859 0.497024 -1.876983 -0.231992
  0.207761 0.256380 -1.045379 0.474993
  0.004955 0.878453 -1.224251 0.729437
  0.728564 0.480122 -1.055733 -0.369098
  0.655275 0.181293 -0.269135 -2.689152
  0.133258 0.945778 0.767083 0.688714
  0.979219 0.450976 0.883939 0.236193
  0.983110 0.177149 1.152659 0.882739
  0.359475 0.601507 1.735399 1.207390
  0.618899 0.311583 -1.624747 1.223252
  0.291387 0.480159 0.953284 1.096764
  0.647976 0.586687 1.616295 -0.001496
  0.120543 0.753366 -0.518548 0.004109
  0.383660 0.725086 -0.214823 -0.320061
  0.714787 0.087974 0.332181 -0.429969
  0.329505 0.831404 -0.660545 0.470535
  0.382463 0.399596 0.383420 -1.927938
  0.663921 0.007510 -0.242429 -0.416402
  0.360701 0.657456 1.340713 0.808456
  0.870342 0.789246 -0.508655 -1.185277
  0.151212 0.565590 2.737524 -0.705381
  0.905115 0.212734 0.085917 2.764611
  0.791353 0.917467 -0.109176 -0.012994
  0.089096 0.862927 -0.116132 -0.574568
  0.258375 0.915211 -1.003930 0.363355
  0.135526 0.461083 -3.122088 1.177281
  0.997625 0.458982 0.887945 1.596822
  0.212129 0.031921 0.580515 -1.783283
  0.792940 0.900126 -0.308970 -1.006814
  0.135797 0.256705 0.615138 0.839447
  0.352691 0.313291 -1.116893 1.508510
